Nome medicinale,Codice AIC,Principio attivo,Forma farmaceutica e dosaggio,Titolare AIC,Data inizio,Fine presunta,Equivalente,Motivazioni,Suggerimenti/Indicazioni AIFA,Nota AIFA,Classe di rimborsabilit�,Codice ATC,cleaned_atc,PRK
SUNITINIB SANDOZ,46171029,SUNITINIB,"""12,5 MG CAPSULE RIGIDE"" 30 CAPSULE IN FLACONE HDPE",SANDOZ S.P.A.,30/06/2024,,S�,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L01EX01,L01EX01,214191
SUNITINIB SANDOZ,46171043,SUNITINIB,"""25 MG CAPSULE RIGIDE"" 30 CAPSULE IN FLACONE HDPE",SANDOZ S.P.A.,01/06/2025,,S�,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L01EX01,L01EX01,214205
SUNITINIB ZENTIVA,48313074,SUNITINIB,"""25 MG CAPSULE RIGIDE"" 30 CAPSULE IN BLISTER AL/OPA/AL/PVC DIVISIBILE PER DOSE UNITARIA",ZENTIVA ITALIA S.R.L.,31/10/2022,,S�,Elevata richiesta,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L01EX01,L01EX01,214205
SUNITINIB ZENTIVA,48313035,SUNITINIB,"""12,5 MG CAPSULE RIGIDE"" 30 CAPSULE IN BLISTER AL/OPA/AL/PVC DIVISIBILE PER DOSE UNITARIA",ZENTIVA ITALIA S.R.L.,01/02/2023,,S�,Elevata richiesta,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L01EX01,L01EX01,214191
SUPREFACT,25540028,BUSERELIN ACETATO,"""0,1 MG/EROGAZIONE SPRAY NASALE, SOLUZIONE"" 1 FLACONE DA 10 G + EROGATORE",CHEPLAPHARM ARZNEIMITTEL GMBH,09/11/2020,,No,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L02AE01,L02AE01,22756
SUPREFACT,25540016,BUSERELIN ACETATO,"""1 MG/ML SOLUZIONE INIETTABILE"" 1 FLACONE DA 5,5 ML",CHEPLAPHARM ARZNEIMITTEL GMBH,09/11/2020,,No,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L02AE01,L02AE01,
SUPREFACT,25540030,BUSERELIN ACETATO,"""6,3 MG IMPIANTO A RILASCIO PROLUNGATO"" 1 SIRINGA PRERIEMPITA MONOUSO",CHEPLAPHARM ARZNEIMITTEL GMBH,31/10/2024,,No,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L02AE01,L02AE01,
SURSUM,25910047,TOCOFEROLO ACETATO D-ALFA,""" 400 UI CAPSULE MOLLI"" 30 CAPSULE",ABIOGEN PHARMA S.P.A.,05/12/2022,31/12/2025,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,A11HA03,A11HA03,
SUSPIRIA,38035010,CETIRIZINA DICLORIDRATO,""" 10 MG COMPRESSE RIVESTITE CON FILM"" 7 COMPRESSE DIVISIBILI",KONPHARMA S.R.L.,23/02/2018,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,R06AE07,R06AE07,26298
SUVAMOD,45384031,AMLODIPINA + ROSUVASTATINA,"""20 MG/5 MG CAPSULA RIGIDA"" 28 CAPSULE IN BLISTER PA/AL/PVC-AL",CIPROS S.R.L.,30/04/2025,,S�,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C10BX09,C10BX09,
SUVAMOD,45384043,AMLODIPINA + ROSUVASTATINA,"""20 MG/10 MG CAPSULA RIGIDA"" 28 CAPSULE IN BLISTER PA/AL/PVC-AL",CIPROS S.R.L.,31/05/2025,,S�,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C10BX09,C10BX09,
SUVAMOD,45384017,AMLODIPINA + ROSUVASTATINA,"""10 MG/5 MG CAPSULA RIGIDA"" 28 CAPSULE IN BLISTER PA/AL/PVC-AL",CIPROS S.R.L.,31/03/2025,,S�,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C10BX09,C10BX09,
SUVAMOD,45384029,AMLODIPINA + ROSUVASTATINA,"""10 MG/10 MG CAPSULA RIGIDA"" 28 CAPSULE IN BLISTER PA/AL/PVC-AL",CIPROS S.R.L.,30/04/2025,,S�,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C10BX09,C10BX09,
TACHIFLUACTIV,28818072,ACIDO ASCORBICO + PARACETAMOLO,"""ADULTI 500 MG + 200 MG COMPRESSA EFFERVESCENTE"" 12 COMPRESSE",AZIENDE CHIMICHE RIUNITE ANGELINI FRANCESCO A.C.R.A.F. S.P.A.,01/04/2025,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N02BE51,N02BE51,
TACHIFLUACTIV INFLUENZA E RAFFREDDORE,40055016,ACIDO CITRICO + ACIDO CITRICO + AROMA LIMONE-PRUGNA + AROMA LIMONE-PRUGNA + ASPARTAME + ASPARTAME + DOCUSATO SODICO/SORBITOLO + DOCUSATO SODICO/SORBITOLO + LEUCINA + LEUCINA + PARACETAMOLO + SACCARINA SODICA BIIDRATA + SACCARINA SODICA BIIDRATA + SIMETICONE + SIMETICONE + SODIO BICARBONATO + SODIO BICARBONATO + SORBITOLO + SORBITOLO,"""500 MG/60 MG COMPRESSE EFFERVESCENTI"" 8 COMPRESSE",AZIENDE CHIMICHE RIUNITE ANGELINI FRANCESCO A.C.R.A.F. S.P.A.,31/05/2020,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N02BE51,N02BE51,
TACHIPIRINA,12745244,PARACETAMOLO,"""10 MG/ML SOLUZIONE PER INFUSIONE"" 12 SACCHE DA 50 ML",AZIENDE CHIMICHE RIUNITE ANGELINI FRANCESCO A.C.R.A.F. S.P.A.,09/03/2022,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N02BE01,N02BE01,95176
TACHIPIRINA,12745269,PARACETAMOLO,"""10 MG/ML SOLUZIONE PER INFUSIONE"" 12 SACCHE DA 100 ML",AZIENDE CHIMICHE RIUNITE ANGELINI FRANCESCO A.C.R.A.F. S.P.A.,10/03/2022,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N02BE01,N02BE01,127671
TACHIPIRINA,12745129,PARACETAMOLO,"""125 MG GRANULATO EFFERVESCENTE""20 BUSTINE",AZIENDE CHIMICHE RIUNITE ANGELINI FRANCESCO A.C.R.A.F. S.P.A.,01/12/2017,,No,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N02BE01,N02BE01,
TACNI,40254120,TACROLIMUS,"""1 MG CAPSULE RIGIDE"" 60 CAPSULE IN BLISTER AL/PVC/PVDC",TEVA ITALIA S.R.L.,30/12/2024,31/01/2025,S�,Problemi produttivi (carenza relativa solo al canale retail),Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L04AD02,L04AD02,92371
TACROLIMUS EG,50193010,TACROLIMUS MONOIDRATO,"""0.5 mg CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 30 CAPSULE IN BLISTER PVC/PE/PVDC-AL",EG S.P.A.,24/09/2024,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L04AD02,L04AD02,96148
TACROLIMUS EG,50193212,TACROLIMUS MONOIDRATO,"""5 mg CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 30 CAPSULE IN BLISTER PVC/PE/PVDC-AL",EG S.P.A.,01/12/2024,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L04AD02,L04AD02,96172
TACROLIMUS EG,50193150,TACROLIMUS MONOIDRATO,"""3 mg CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 30 CAPSULE IN BLISTER PVC/PE/PVDC-AL",EG S.P.A.,24/09/2024,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L04AD02,L04AD02,96164
TACROLIMUS EG,50193097,TACROLIMUS MONOIDRATO,"""1 mg CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 60 CAPSULE IN BLISTER PVC/PE/PVDC-AL",EG S.P.A.,24/09/2024,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L04AD02,L04AD02,96156
TAD,27154057,GLUTATIONE SODICO,"""2500 MG/25 ML POLVERE E SOLVENTE PER SOLUZIONE PER INFUSIONE"" 1 FLACONCINO POLVERE + 1 FLACONCINO SOLVENTE 25 ML",BIOMEDICA FOSCAMA INDUSTRIA CHIMICO-FARMACEUTICA S.P.A.,11/04/2020,,No,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,V03AB32,V03AB32,
TADALAFIL ALMUS,50162039,TADALAFIL,�10 MG COMPRESSE RIVESTITE CON FILM� 4 COMPRESSE IN BLISTER PVC/PCTFE/PVC-AL,ALMUS S.R.L.,01/03/2025,30/06/2025,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68233
TADALAFIL AUROBINDO,43931056,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE IN BLISTER PVC/PVDC-AL",AUROBINDO PHARMA (ITALIA) S.R.L.,16/02/2025,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL EG,44758062,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE IN BLISTER PVC/PVDC/AL",EG S.P.A.,01/11/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL EG,44758086,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE IN BLISTER PVC/PVDC/AL",EG S.P.A.,01/12/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,G04BE08,G04BE08,68241
TADALAFIL EG,44758011,TADALAFIL,"""5 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/PVDC/AL",EG S.P.A.,01/10/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,86274
TADALAFIL EG,44758023,TADALAFIL,"""5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",EG S.P.A.,01/05/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,86274
TADALAFIL EG,44758074,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM"" 8 COMPRESSE IN BLISTER PVC/PVDC/AL",EG S.P.A.,01/12/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL EG,44758047,TADALAFIL,"""10 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE IN BLISTER PVC/PVDC/AL",EG S.P.A.,01/11/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68233
TADALAFIL EG,44758050,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM"" 2 COMPRESSE IN BLISTER PVC/PVDC/AL",EG S.P.A.,01/10/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL MYLAN,43779053,TADALAFIL,20 MG COMPRESSA RIVESTITA CON FILM - USO ORALE - BLISTER PVC/PE/PVDC/ALU - 12 COMPRESSE,MYLAN PHARMACEUTICALS LIMITED,10/10/2024,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,G04BE08,G04BE08,68241
TADALAFIL MYLAN,43779127,TADALAFIL,5 MG COMPRESSA RIVESTITA CON FILM - USO ORALE - BLISTER (PVC/PE/PVDC-ALU) - 28 COMPRESSE,MYLAN PHARMACEUTICALS LIMITED,21/01/2025,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,86274
TADALAFIL MYLAN,43779038,TADALAFIL,20 MG COMPRESSA RIVESTITA CON FILM - USO ORALE - BLISTER PVC/PE/PVDC/ALU - 4 COMPRESSE,MYLAN PHARMACEUTICALS LIMITED,01/05/2025,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL PENSA,45244074,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM""  4 COMPRESSE IN BLISTER AL/PVC/PVDC",Towa Pharmaceutical S.p.A.,01/10/2023,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL PENSA,45244035,TADALAFIL,"""5 MG COMPRESSE RIVESTITE CON FILM""  28 COMPRESSE IN BLISTER AL/PVC/PVDC",Towa Pharmaceutical S.p.A.,01/09/2023,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,86274
TADALAFIL PENSA,45244023,TADALAFIL,"""5 MG COMPRESSE RIVESTITE CON FILM""  14 COMPRESSE IN BLISTER AL/PVC/PVDC",Towa Pharmaceutical S.p.A.,01/11/2023,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,86274
TADALAFIL PENSA,45244050,TADALAFIL,"""10 MG COMPRESSE RIVESTITE CON FILM""  4 COMPRESSE IN BLISTER AL/PVC/PVDC",Towa Pharmaceutical S.p.A.,01/11/2023,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68233
TADALAFIL PENSA,45244086,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM""  8 COMPRESSE IN BLISTER AL/PVC/PVDC",Towa Pharmaceutical S.p.A.,01/12/2023,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL PENSA,45244062,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM""  2 COMPRESSE IN BLISTER AL/PVC/PVDC",Towa Pharmaceutical S.p.A.,01/02/2025,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL PENSA PHARMA,48862039,TADALAFIL,"""5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC/PVDC",Towa Pharmaceutical S.p.A.,01/05/2025,30/09/2025,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,86274
TADALAFIL SANDOZ GMBH,44743161,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM"" 56 X1 COMPRESSE IN BLISTER DIVISIBILE PER DOSE UNITARIA IN PVC/ACLAR/PVC-AL",SANDOZ GMBH,22/08/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,G04BE08,G04BE08,68241
TADALAFIL SUN,45548068,TADALAFIL,"""10 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE IN BLISTER PVC/PVDC/AL",SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,31/10/2022,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68233
TADALAFIL SUN,45548132,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM"" 8 COMPRESSE IN BLISTER PVC/PVDC/AL",SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,15/09/2023,,S�,Elevata richiesta/problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL TEVA,43274024,TADALAFIL,"""5MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/ACLAR/PVC/AL",TEVA ITALIA S.R.L.,15/04/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,86274
TADALAFIL TEVA,43274366,TADALAFIL,"""20MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE IN BLISTER PVC/ACLAR/PVC-AL",TEVA ITALIA S.R.L.,31/05/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,G04BE08,G04BE08,68241
TADALAFIL TEVA,43274341,TADALAFIL,"""20MG COMPRESSE RIVESTITE CON FILM"" 8 COMPRESSE IN BLISTER PVC/ACLAR/PVC-AL",TEVA ITALIA S.R.L.,01/09/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL TEVA,43274327,TADALAFIL,"""20MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE IN BLISTER PVC/ACLAR/PVC-AL",TEVA ITALIA S.R.L.,15/09/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL TEVA,43274012,TADALAFIL,"""5MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/ACLAR/PVC/AL",TEVA ITALIA S.R.L.,31/08/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,86274
TADALAFIL TEVA,43274238,TADALAFIL,"""10MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE IN BLISTER PVC/ACLAR/PVC-AL",TEVA ITALIA S.R.L.,28/02/2022,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68233
TADALAFIL TEVA,43274315,TADALAFIL,"""20MG COMPRESSE RIVESTITE CON FILM"" 2 COMPRESSE IN BLISTER PVC/ACLAR/PVC-AL",TEVA ITALIA S.R.L.,30/06/2022,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL TEVA,43274861,TADALAFIL,"""5 MG COMPRESSE RIVESTITE CON FILM"" 14X1 COMPRESSE IN BLISTER PVC/ACLAR/PVC/AL",TEVA ITALIA S.R.L.,31/10/2024,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,86274
TADALAFIL TEVA,43274253,TADALAFIL,"""10MG COMPRESSE RIVESTITE CON FILM"" 4X1 COMPRESSE IN BLISTER PVC/ACLAR/PVC-AL MONODOSE",TEVA ITALIA S.R.L.,30/12/2024,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68233
TADALAFIL TEVA,43274404,TADALAFIL,"""20MG COMPRESSE RIVESTITE CON FILM"" 4X1 COMPRESSE IN BLISTER PVC/ACLAR/PVC-AL MONODOSE",TEVA ITALIA S.R.L.,30/09/2024,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL TEVA,45617178,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM"" 8X1 COMPRESSE IN BLISTER PVC/ACLAR/PVC/AL",TEVA ITALIA S.R.L.,30/09/2024,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL TEVA,43274051,TADALAFIL,"""5MG COMPRESSE RIVESTITE CON FILM"" 28X1 COMPRESSE IN BLISTER PVC/ACLAR/PVC/AL MONODOSE",TEVA ITALIA S.R.L.,06/09/2024,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,86274
TADALAFIL TEVA,43274416,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM"" 12X1 COMPRESSE IN BLISTER PVC/ACLAR/PVC-AL MONODOSE",TEVA ITALIA S.R.L.,12/01/2025,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,Il medicinale sar� in cessata commercializzazione definitiva su entrambi i canali:- inizio canale ospedaliero: 12/01/2025- inizio canale retail: 03/03/2025,A TOTALE CARICO DEL SSN.,G04BE08,G04BE08,68241
TADALAFIL TEVA,45617141,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM"" 2X1 COMPRESSE IN BLISTER PVC/ACLAR/PVC/AL",TEVA ITALIA S.R.L.,14/04/2025,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL ZENTIVA,45020043,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM"" 2 COMPRESSE IN BLISTER PVC/PCTFE/AL",ZENTIVA ITALIA S.R.L.,15/03/2021,,S�,Problemi produttivi: forniture discontinue,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL ZENTIVA,45020056,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE IN BLISTER PVC/PCTFE/AL",ZENTIVA ITALIA S.R.L.,28/02/2021,,S�,Problemi produttivi: forniture discontinue,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL ZENTIVA,45020068,TADALAFIL,"""20 MG COMPRESSE RIVESTITE CON FILM"" 8 COMPRESSE IN BLISTER PVC/PCTFE/AL",ZENTIVA ITALIA S.R.L.,01/02/2021,,S�,Problemi produttivi: forniture discontinue,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68241
TADALAFIL ZENTIVA,45020031,TADALAFIL,"""10 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE IN BLISTER PVC/PCTFE/AL",ZENTIVA ITALIA S.R.L.,01/02/2021,,S�,Problemi produttivi: forniture discontinue,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,68233
TADALAFIL ZENTIVA,45020029,TADALAFIL,"""5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PCTFE/AL",ZENTIVA ITALIA S.R.L.,30/06/2020,,S�,Problemi produttivi: forniture discontinue,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE08,G04BE08,86274
TADALAFIL ZENTIVA,45020070,N.D.,"""20 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE IN BLISTER PVC/PCTFE/AL",ZENTIVA ITALIA S.R.L.,11/11/2024,,S�,Elevata richiesta,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,G04BE08,G04BE08,68241
